"DATA for Simon Gaechter and Jonathan Schulz: Intrinsic Honesty and Prevalence of Rule Violations across Societies, Nature (2016) doi:10.1038/nature17160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"See README for list of variable labels and SUPPLEMENTARY INFORMATION for detailed descriptions, data sources and references",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
country,city,location,sessionid,subjectid,insample,prevexp,lowstakes,number,payouts,high,five,six,female,age,middleclass,urban,economics,religious,numknown,q_fair,q_norm,PRV2003,wgi_corrup1996,wgi_corrup2003,wgi_corrup2012,bs_SE1999,bs_SE2003,bs_SE2007,fh_polrights_s2003,fh_polrights_s2012,fh_polrights_2006woC,pol_xconst1990_2000,pol_xconst1890_1900,wgi_goveff2000,GDP_1990_2000,hfs_idv,iw_tradrat,iw_survself,tbl_exconst,tbl_legor_uk,tbl_legor_fr,tbl_pc_tr_tol_all,tbl_prim_newbound_1930,tbl_lyp_m80_00,tbl_lan,sw_fst_distance_weighted,lp_legor_uk,lp_legor_fr,lp_legor_ge,lp_legor_sc,ajr_africa,ajr_lat_abst,ajr_avexpr,ajr_logem4,ajr_asia,ajr_baseco,sr_Belief_in_Heaven,sr_Belief_in_Hell,p_elf85
Austria,Vienna,University of Vienna,131204_1238,8809,1,15,0,Reported 6,0,low payout,0,1,0,21,1,1,0,0,0,1,6,-3.0699017,1.9328392,2.102963,1.3497154,10,9.8000002,9.5,40,39,28,7,3,1.9508954,23.284369,55,0.25,1.4299999,7,0,0,0.063698225,70.599998,9.8555136,0,344.36649,0,0,1,0,0,0.52444446,9.727273,,0,,,,0.15
Austria,Vienna,University of Vienna,131204_1238,8810,1,15,0,Reported 5,5,high payout,1,0,0,25,1,0,0,0,0,0,4,-3.0699017,1.9328392,2.102963,1.3497154,10,9.8000002,9.5,40,39,28,7,3,1.9508954,23.284369,55,0.25,1.4299999,7,0,0,0.063698225,70.599998,9.8555136,0,344.36649,0,0,1,0,0,0.52444446,9.727273,,0,,,,0.15
Austria,Vienna,University of Vienna,131204_1238,8812,1,15,0,Reported 4,4,high payout,0,0,0,27,1,1,0,0,0,1,6.3333335,-3.0699017,1.9328392,2.102963,1.3497154,10,9.8000002,9.5,40,39,28,7,3,1.9508954,23.284369,55,0.25,1.4299999,7,0,0,0.063698225,70.599998,9.8555136,0,344.36649,0,0,1,0,0,0.52444446,9.727273,,0,,,,0.15
Austria,Vienna,University of Vienna,131204_1238,8822,1,15,0,Reported 5,5,high payout,1,0,0,25,0,0,0,0,0,1,7,-3.0699017,1.9328392,2.102963,1.3497154,10,9.8000002,9.5,40,39,28,7,3,1.9508954,23.284369,55,0.25,1.4299999,7,0,0,0.063698225,70.599998,9.8555136,0,344.36649,0,0,1,0,0,0.52444446,9.727273,,0,,,,0.15
Austria,Vienna,University of Vienna,131204_1545,8903,1,15,0,Reported 5,5,high payout,1,0,0,22,1,1,0,0,4,1,8.333333,-3.0699017,1.9328392,2.102963,1.3497154,10,9.8000002,9.5,40,39,28,7,3,1.9508954,23.284369,55,0.25,1.4299999,7,0,0,0.063698225,70.599998,9.8555136,0,344.36649,0,0,1,0,0,0.52444446,9.727273,,0,,,,0.15
Austria,Vienna,University of Vienna,131204_1545,8906,1,15,0,Reported 5,5,high payout,1,0,0,25,1,1,0,0,4,1,9,-3.0699017,1.9328392,2.102963,1.3497154,10,9.8000002,9.5,40,39,28,7,3,1.9508954,23.284369,55,0.25,1.4299999,7,0,0,0.063698225,70.599998,9.8555136,0,344.36649,0,0,1,0,0,0.52444446,9.727273,,0,,,,0.15
Austria,Vienna,University of Vienna,131204_1545,8910,1,15,0,Reported 3,3,high payout,0,0,0,27,0,0,1,0,0,0,9.666667,-3.0699017,1.9328392,2.102963,1.3497154,10,9.8000002,9.5,40,39,28,7,3,1.9508954,23.284369,55,0.25,1.4299999,7,0,0,0.063698225,70.599998,9.8555136,0,344.36649,0,0,1,0,0,0.52444446,9.727273,,0,,,,0.15
Austria,Vienna,University of Vienna,131204_1545,8922,1,15,0,Reported 3,3,high payout,0,0,0,26,1,0,1,0,0,0,6,-3.0699017,1.9328392,2.102963,1.3497154,10,9.8000002,9.5,40,39,28,7,3,1.9508954,23.284369,55,0.25,1.4299999,7,0,0,0.063698225,70.599998,9.8555136,0,344.36649,0,0,1,0,0,0.52444446,9.727273,,0,,,,0.15
Austria,Vienna,University of Vienna,131204_1545,8923,1,15,0,Reported 4,4,high payout,0,0,1,26,0,1,0,0,0,1,10,-3.0699017,1.9328392,2.102963,1.3497154,10,9.8000002,9.5,40,39,28,7,3,1.9508954,23.284369,55,0.25,1.4299999,7,0,0,0.063698225,70.599998,9.8555136,0,344.36649,0,0,1,0,0,0.52444446,9.727273,,0,,,,0.15
Austria,Vienna,University of Vienna,131204_1545,8924,1,15,0,Reported 6,0,low payout,0,1,1,29,1,1,0,0,0,1,7.3333335,-3.0699017,1.9328392,2.102963,1.3497154,10,9.8000002,9.5,40,39,28,7,3,1.9508954,23.284369,55,0.25,1.4299999,7,0,0,0.063698225,70.599998,9.8555136,0,344.36649,0,0,1,0,0,0.52444446,9.727273,,0,,,,0.15
Austria,Vienna,University of Vienna,131205_0911,9002,1,15,0,Reported 4,4,high payout,0,0,1,26,1,1,0,0,4.5454545,1,9,-3.0699017,1.9328392,2.102963,1.3497154,10,9.8000002,9.5,40,39,28,7,3,1.9508954,23.284369,55,0.25,1.4299999,7,0,0,0.063698225,70.599998,9.8555136,0,344.36649,0,0,1,0,0,0.52444446,9.727273,,0,,,,0.15
Austria,Vienna,University of Vienna,131205_0911,9003,1,15,0,Reported 3,3,high payout,0,0,1,25,0,0,0,0,0,0,7,-3.0699017,1.9328392,2.102963,1.3497154,10,9.8000002,9.5,40,39,28,7,3,1.9508954,23.284369,55,0.25,1.4299999,7,0,0,0.063698225,70.599998,9.8555136,0,344.36649,0,0,1,0,0,0.52444446,9.727273,,0,,,,0.15
Austria,Vienna,University of Vienna,131205_0911,9004,1,15,0,Reported 4,4,high payout,0,0,1,25,0,0,0,0,0,1,8.666667,-3.0699017,1.9328392,2.102963,1.3497154,10,9.8000002,9.5,40,39,28,7,3,1.9508954,23.284369,55,0.25,1.4299999,7,0,0,0.063698225,70.599998,9.8555136,0,344.36649,0,0,1,0,0,0.52444446,9.727273,,0,,,,0.15
Austria,Vienna,University of Vienna,131205_0911,9006,1,15,0,Reported 2,2,low payout,0,0,0,26,0,1,0,1,0,1,9.333333,-3.0699017,1.9328392,2.102963,1.3497154,10,9.8000002,9.5,40,39,28,7,3,1.9508954,23.284369,55,0.25,1.4299999,7,0,0,0.063698225,70.599998,9.8555136,0,344.36649,0,0,1,0,0,0.52444446,9.727273,,0,,,,0.15
Austria,Vienna,University of Vienna,131205_0911,9009,1,15,0,Reported 1,1,low payout,0,0,0,27,1,1,1,0,0,1,10,-3.0699017,1.9328392,2.102963,1.3497154,10,9.8000002,9.5,40,39,28,7,3,1.9508954,23.284369,55,0.25,1.4299999,7,0,0,0.063698225,70.599998,9.8555136,0,344.36649,0,0,1,0,0,0.52444446,9.727273,,0,,,,0.15
Austria,Vienna,University of Vienna,131205_0911,9010,1,15,0,Reported 4,4,high payout,0,0,0,23,0,1,0,1,18.181818,0,6,-3.0699017,1.9328392,2.102963,1.3497154,10,9.8000002,9.5,40,39,28,7,3,1.9508954,23.284369,55,0.25,1.4299999,7,0,0,0.063698225,70.599998,9.8555136,0,344.36649,0,0,1,0,0,0.52444446,9.727273,,0,,,,0.15
Austria,Vienna,University of Vienna,131205_0911,9018,1,15,0,Reported 3,3,high payout,0,0,1,26,1,1,0,0,4.5454545,0,7.3333335,-3.0699017,1.9328392,2.102963,1.3497154,10,9.8000002,9.5,40,39,28,7,3,1.9508954,23.284369,55,0.25,1.4299999,7,0,0,0.063698225,70.599998,9.8555136,0,344.36649,0,0,1,0,0,0.52444446,9.727273,,0,,,,0.15
Austria,Vienna,University of Vienna,131205_0911,9020,1,15,0,Reported 1,1,low payout,0,0,0,26,1,1,0,0,0,1,7.3333335,-3.0699017,1.9328392,2.102963,1.3497154,10,9.8000002,9.5,40,39,28,7,3,1.9508954,23.284369,55,0.25,1.4299999,7,0,0,0.063698225,70.599998,9.8555136,0,344.36649,0,0,1,0,0,0.52444446,9.727273,,0,,,,0.15
Georgia,Tbilisi,Tbilisi State University,131216_1030,9101,1,0,0,Reported 4,4,high payout,0,0,0,19,0,1,0,0,5,0,9.333333,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1030,9103,1,0,0,Reported 5,5,high payout,1,0,1,18,1,1,0,1,15,0,9.333333,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1030,9104,1,0,0,Reported 6,0,low payout,0,1,0,19,0,0,0,1,30,0,9.333333,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1030,9105,1,0,0,Reported 2,2,low payout,0,0,1,18,0,1,0,0,5,1,9.333333,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1030,9106,1,0,0,Reported 5,5,high payout,1,0,0,19,1,0,0,0,50,0,9,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1030,9107,1,0,0,Reported 5,5,high payout,1,0,0,18,1,1,0,1,20,0,10,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1030,9108,1,0,0,Reported 3,3,high payout,0,0,0,18,1,1,0,1,,1,8.333333,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1030,9109,1,0,0,Reported 4,4,high payout,0,0,0,17,1,0,0,1,15,1,9,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1030,9110,1,0,0,Reported 4,4,high payout,0,0,0,18,1,1,0,0,15,0,8.666667,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1030,9111,1,0,0,Reported 4,4,high payout,0,0,0,19,1,0,0,1,10,1,9.333333,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1030,9112,1,0,0,Reported 6,0,low payout,0,1,1,18,1,0,0,0,10,0,7,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1030,9113,1,0,0,Reported 5,5,high payout,1,0,0,19,1,1,0,1,5,1,9.333333,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1030,9114,1,0,0,Reported 4,4,high payout,0,0,1,18,1,0,0,1,10,0,2.6666667,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1030,9115,1,0,0,Reported 6,0,low payout,0,1,1,18,1,0,0,1,10,0,9.666667,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1030,9116,1,0,0,Reported 2,2,low payout,0,0,1,20,0,0,0,1,5,1,10,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1030,9117,1,0,0,Reported 3,3,high payout,0,0,0,18,1,1,0,1,35,1,9,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1030,9118,1,0,0,Reported 2,2,low payout,0,0,1,19,1,0,0,1,15,0,7.3333335,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1030,9119,1,0,0,Reported 4,4,high payout,0,0,0,28,1,1,0,0,10,0,9,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1030,9120,1,0,0,Reported 4,4,high payout,0,0,1,19,1,1,0,1,20,0,9.333333,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9201,1,0,0,Reported 1,1,low payout,0,0,0,24,0,1,0,0,10,0,10,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9202,1,0,0,Reported 4,4,high payout,0,0,0,19,1,1,0,1,10,1,10,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9203,1,0,0,Reported 5,5,high payout,1,0,1,18,1,1,0,1,40,0,9.666667,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9204,1,0,0,Reported 4,4,high payout,0,0,1,19,0,0,0,1,15,0,10,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9205,1,0,0,Reported 1,1,low payout,0,0,0,20,0,0,0,1,25,1,5.3333335,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9206,1,0,0,Reported 5,5,high payout,1,0,1,18,1,0,0,1,15,0,9.333333,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9207,1,0,0,Reported 5,5,high payout,1,0,0,20,1,0,0,1,25,1,8.666667,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9208,1,0,0,Reported 5,5,high payout,1,0,1,23,1,1,0,1,25,1,8,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9209,1,0,0,Reported 3,3,high payout,0,0,1,,1,,,,,0,,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9210,1,0,0,Reported 3,3,high payout,0,0,1,19,1,1,0,1,30,0,10,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9211,1,0,0,Reported 3,3,high payout,0,0,0,23,0,1,0,1,10,0,10,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9212,1,0,0,Reported 5,5,high payout,1,0,1,18,1,1,0,1,20,0,10,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9213,1,0,0,Reported 1,1,low payout,0,0,1,,1,,,,,0,,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9214,1,0,0,Reported 4,4,high payout,0,0,0,23,1,1,0,1,5,0,9,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9215,1,0,0,Reported 2,2,low payout,0,0,1,19,1,1,0,1,10,0,8.666667,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9216,1,0,0,Reported 4,4,high payout,0,0,0,19,1,1,0,1,30,0,7.3333335,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9217,1,0,0,Reported 5,5,high payout,1,0,0,20,1,0,0,1,10,0,7.3333335,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9218,1,0,0,Reported 4,4,high payout,0,0,1,19,1,0,0,1,30,0,10,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9219,1,0,0,Reported 4,4,high payout,0,0,0,19,1,1,0,1,15,1,9.333333,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131216_1331,9220,1,0,0,Reported 6,0,low payout,0,1,0,20,1,0,0,1,10,0,5.3333335,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131217_1020,9301,1,0,0,Reported 2,2,low payout,0,0,0,20,1,1,0,1,20,0,8.333333,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131217_1020,9303,1,0,0,Reported 3,3,high payout,0,0,1,19,0,0,0,1,5,1,1,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131217_1020,9304,1,0,0,Reported 5,5,high payout,1,0,1,18,0,1,0,0,20,0,8.666667,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131217_1020,9305,1,0,0,Reported 4,4,high payout,0,0,1,19,1,0,0,1,10,1,10,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131217_1020,9306,1,0,0,Reported 2,2,low payout,0,0,1,18,0,0,0,1,10,1,10,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131217_1020,9307,1,0,0,Reported 4,4,high payout,0,0,0,18,1,1,0,0,25,0,10,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
Georgia,Tbilisi,Tbilisi State University,131217_1020,9309,1,0,0,Reported 5,5,high payout,1,0,0,20,1,0,0,1,20,0,8.666667,1.9989343,-1.3887855,-0.64721155,0.25329,68.300003,65.900002,62.099998,19,22,18,5,,-0.72571248,1.8207109,,-0.039999999,-1.3099999,5,0,0,-0.34863043,,8.5084229,,499.58505,0,0,1,0,0,0.46666667,,,1,,0.63,0.65,0.49
